brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,price_usd,mileage_mi,clean_title_flag,accident_reported
Lexus,ES 350 Base,2020,"15,324 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,At least 1 accident or damage reported,,"$33,364",33364,15324,,True
BMW,135 is,2013,"29,400 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,"$29,000",29000,29400,True,False
Lexus,IS 300 Base,2017,"68,871 mi.",Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Red,None reported,Yes,"$28,450",28450,68871,True,False
Porsche,Cayenne S,2012,"126,000 mi.",Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,"$17,999",17999,126000,True,False
Pontiac,Solstice GXP,2007,"25,718 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Yellow,Black,None reported,Yes,"$17,900",17900,25718,True,False
Porsche,Panamera Turbo,2015,"67,210 mi.",Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,"$51,950",51950,67210,True,True
BMW,X6 xDrive35i,2018,"27,214 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$40,950",40950,27214,True,True
Ford,F-150 Limited,2019,"42,728 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,"$45,950",45950,42728,True,False
MINI,Cooper S Base,2010,"97,395 mi.",Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,"$6,699",6699,97395,True,False
Mazda,Mazda3 i SV,2015,"91,700 mi.",Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,"$12,000",12000,91700,True,False
Mitsubishi,Lancer Evolution MR,2011,"94,500 mi.",Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$27,000",27000,94500,True,False
Chevrolet,Tahoe LTZ,2014,"196,300 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,"$10,995",10995,196300,True,False
Cadillac,CTS 3.6L Luxury,2015,"54,259 mi.",Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Majestic Plum Metallic,Light Platinum / Jet Black,None reported,Yes,"$19,425",19425,54259,True,False
Acura,RDX w/Advance Package,2021,"36,267 mi.",Gasoline,2.0 Liter Turbo,Automatic,White,Parchment,None reported,,"$39,798",39798,36267,,False
Land Rover,Rover Range Rover Sport Supercharged HSE,2015,"175,000 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$19,500",19500,175000,True,False
Chevrolet,Suburban 1500 LTZ,2015,"159,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$26,900",26900,159000,True,True
Chevrolet,Camaro 2SS,2016,"74,000 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$32,000",32000,74000,True,False
Chevrolet,Silverado 1500 Hybrid 1HY,2011,"82,963 mi.",Hybrid,332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid,4-Speed A/T,White,Black,None reported,Yes,"$20,995",20995,82963,True,False
Cadillac,XT5 Luxury,2019,"54,323 mi.",Gasoline,3.6 Liter DOHC,Automatic,Red,Beige,None reported,,"$27,998",27998,54323,,False
Nissan,Armada SL,2019,"59,980 mi.",Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,"$29,000",29000,59980,True,False
Audi,Q5 S line Premium,2022,"10,120 mi.",Hybrid,2.0 Liter TFSI,Automatic,Navarre Blue,Gray,None reported,,"$39,998",39998,10120,,False
BMW,X6 M Base,2017,"25,000 mi.",Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,"$65,000",65000,25000,True,True
BMW,740 i,2012,"126,000 mi.",Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$12,700",12700,126000,True,True
Toyota,Sequoia TRD Pro,2020,"37,428 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"$61,599",61599,37428,True,False
Volkswagen,Jetta GLI,2014,"99,499 mi.",Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$15,000",15000,99499,True,True
Honda,Crosstour EX-L,2012,"90,742 mi.",Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,"$12,980",12980,90742,True,False
Land Rover,Rover Range Rover Sport Supercharged,2014,"125,000 mi.",E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,"$22,500",22500,125000,True,True
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2018,"71,669 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$20,000",20000,71669,True,False
Cadillac,XT5 Luxury,2019,"44,692 mi.",Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Bronze Dune Metallic,Shara Beige,None reported,,"$32,368",32368,44692,,False
Jaguar,F-TYPE R,2018,"16,002 mi.",Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,"$74,900",74900,16002,True,False
Toyota,FJ Cruiser Base,2014,"86,000 mi.",Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,"$41,500",41500,86000,True,False
Toyota,Tundra SR5,2019,"56,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,"$42,000",42000,56000,True,False
Nissan,300ZX Base,1993,"168,000 mi.",,,5-Speed M/T,White,Black,None reported,Yes,"$7,000",7000,168000,True,False
RAM,1500 Sport,2017,"41,789 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,At least 1 accident or damage reported,Yes,"$42,500",42500,41789,True,True
Ford,Focus SE,2014,"60,109 mi.",E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,Yes,"$9,499",9499,60109,True,False
Mercedes-Benz,GLE 350 Base 4MATIC,2020,"48,000 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$49,995",49995,48000,True,False
Acura,TL Type S,2008,"122,000 mi.",Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,"$11,500",11500,122000,True,False
Land Rover,Rover Range Rover HSE,2012,"102,800 mi.",Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,Yes,"$16,000",16000,102800,True,False
MINI,Convertible Cooper,2022,"15,544 mi.",Gasoline,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,,,"$28,000",28000,15544,,
Mazda,CX-9 Signature,2019,"69,771 mi.",Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,"$27,500",27500,69771,True,False
Acura,TLX Tech,2023,"2,118 mi.",Gasoline,2.0 Liter DOHC Turbo,Automatic,Red,Black,None reported,,"$41,998",41998,2118,,False
Ford,F-150 Raptor,2021,"28,260 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Blue,None reported,Yes,"$72,950",72950,28260,True,False
Honda,Civic Si Base,2020,"6,025 mi.",Gasoline,205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,Yes,"$27,500",27500,6025,True,False
Hyundai,Elantra SE,2018,"32,697 mi.",Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$15,900",15900,32697,True,True
Ford,Excursion Limited,2001,"239,000 mi.",Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,,None reported,Yes,"$8,000",8000,239000,True,False
Jaguar,F-TYPE S British Design Edition,2017,"34,150 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$45,999",45999,34150,True,False
Honda,Ridgeline RTL-E,2022,"9,642 mi.",Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Radiant Red Metallic II,Black,None reported,,"$38,999",38999,9642,,False
Pontiac,G6 GTP,2006,"100,545 mi.",Gasoline,201.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,None reported,Yes,"$5,995",5995,100545,True,False
Mercedes-Benz,C-Class C300 4MATIC,2021,"11,111 mi.",Gasoline,2.0 Liter Turbo,Automatic,Gray,Black,None reported,,"$38,998",38998,11111,,False
Toyota,FJ Cruiser Base,2007,"162,000 mi.",Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,"$23,977",23977,162000,True,False
Buick,Enclave Premium,2020,"87,555 mi.",Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Moon Blue Metallic,Dark Galvanized,At least 1 accident or damage reported,Yes,"$31,650",31650,87555,True,True
Chevrolet,Tahoe LTZ,2015,"102,200 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$25,000",25000,102200,True,False
Bentley,Continental GTC V8,2013,"18,950 mi.",Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$77,999",77999,18950,True,False
Mercedes-Benz,SLK-Class SLK 350,2015,"16,000 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,"$30,500",30500,16000,True,True
Cadillac,Escalade Premium Luxury,2022,"19,250 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"$86,999",86999,19250,True,False
BMW,535 i xDrive,2015,"65,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"$24,995",24995,65000,True,False
MINI,Cooper S Base,2007,"110,022 mi.",Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$6,250",6250,110022,True,False
Bentley,Continental GT Base,2012,"79,089 mi.",E85 Flex Fuel,567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,"$46,999",46999,79089,True,False
Lexus,GX 460 Premium,2023,"2,533 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$64,900",64900,2533,True,False
Audi,Q7 3.0T Premium Plus,2014,"96,273 mi.",Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$15,495",15495,96273,True,True
Cadillac,CT6 Luxury,2020,"22,187 mi.",Gasoline,3.6L V6 24V GDI DOHC,10-Speed Automatic,Manhattan Noir Metallic,Shara Beige,At least 1 accident or damage reported,Yes,"$45,480",45480,22187,True,True
GMC,Sierra 1500 SL Crew Cab,2009,"137,000 mi.",Gasoline,295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Red,,None reported,Yes,"$20,000",20000,137000,True,False
Nissan,GT-R Premium,2009,"60,747 mi.",Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,,At least 1 accident or damage reported,Yes,"$71,999",71999,60747,True,True
Dodge,Ram 1500 ST,2007,"36,500 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,"$16,000",16000,36500,True,False
Ford,Bronco Outer Banks,2021,"19,590 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,"$54,999",54999,19590,True,False
Nissan,GT-R Black Edition,2015,"16,850 mi.",Gasoline,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$95,000",95000,16850,True,False
Cadillac,Escalade ESV Sport,2021,"4,500 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,,,"$105,000",105000,4500,,
Chevrolet,Cruze LT,2012,"194,000 mi.",Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,White,At least 1 accident or damage reported,Yes,"$4,900",4900,194000,True,True
Lexus,GX 460 Base,2020,"48,210 mi.",Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Nebula Gray Pearl,Rioja Red,At least 1 accident or damage reported,Yes,"$47,449",47449,48210,True,True
BMW,750 i,2018,"81,500 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,"$41,250",41250,81500,True,False
Ford,F-150 XLT,2021,"77,107 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,,,"$39,995",39995,77107,,
BMW,535 i xDrive,2015,"58,664 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$20,950",20950,58664,True,True
Mitsubishi,Montero Limited,2004,"145,000 mi.",Gasoline,215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$8,950",8950,145000,True,False
Lexus,LS 500 F Sport,2018,"15,055 mi.",Gasoline,416.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$59,000",59000,15055,True,False
Tesla,Model S 85D,2015,"67,647 mi.",,422.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Beige,None reported,Yes,"$28,000",28000,67647,True,False
Lexus,LC 500 Base,2021,915 mi.,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,White,None reported,Yes,"$159,000",159000,915,True,False
Mazda,MX-5 Miata Shinsen,2003,"46,873 mi.",Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Blue,None reported,Yes,"$11,500",11500,46873,True,False
Cadillac,Escalade ESV Premium Luxury,2021,"53,169 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$81,500",81500,53169,True,False
Lexus,GX 460 Premium,2022,"35,700 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$51,900",51900,35700,True,True
Nissan,Pathfinder Platinum,2014,"112,600 mi.",Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,"$13,000",13000,112600,True,True
GMC,Yukon SLE,2015,"112,552 mi.",Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Onyx Black,Jet Black,At least 1 accident or damage reported,Yes,"$24,440",24440,112552,True,True
BMW,M3 Base,2003,"127,273 mi.",Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$15,000",15000,127273,True,False
Lexus,IS 250 Base,2007,"189,887 mi.",Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,,At least 1 accident or damage reported,Yes,"$3,995",3995,189887,True,True
BMW,640 i,2012,"76,465 mi.",Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$22,500",22500,76465,True,True
Mitsubishi,Eclipse Spyder GT,2007,"136,400 mi.",Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$6,750",6750,136400,True,True
Ford,Thunderbird Deluxe,2004,"79,635 mi.",Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$13,500",13500,79635,True,False
Tesla,Model Y Long Range,2022,"4,665 mi.",,Dual Motor - Standard,Automatic,Silver,Black,None reported,,"$46,598",46598,4665,,False
Buick,Enclave 1XL,2011,"170,000 mi.",Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Beige,At least 1 accident or damage reported,Yes,"$4,000",4000,170000,True,True
Ford,F-150 XLT,2018,"67,650 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,"$30,000",30000,67650,True,False
Lexus,ES 350 Base,2016,"119,850 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$19,000",19000,119850,True,False
Acura,TL Type S,2008,"116,500 mi.",Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,"$15,999",15999,116500,True,False
Mercury,Capri XR2,1993,"120,644 mi.",,,5-Speed M/T,Green,Gray,None reported,Yes,"$4,200",4200,120644,True,False
Ford,Transit Connect XLT,2010,"169,802 mi.",Gasoline,2.0L I4 16V MPFI DOHC,4-Speed Automatic,Frozen White,Dark Gray,None reported,Yes,"$9,985",9985,169802,True,False
BMW,X3 M40i,2021,"36,905 mi.",Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,"$50,000",50000,36905,True,False
Jeep,Gladiator Willys,2022,"8,400 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$47,000",47000,8400,True,True
Hummer,H2 Base,2003,"149,961 mi.",Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,At least 1 accident or damage reported,Yes,"$12,500",12500,149961,True,True
Mercedes-Benz,C-Class C 63 AMG,2014,"84,500 mi.",Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,"$41,500",41500,84500,True,False
Lamborghini,Aventador LP700-4,2016,"3,254 mi.",Gasoline,6.5L V12 48V MPFI DOHC,7-Speed Automatic with Auto-Shift,Bianco Isis,Giallo Taurus / Nero Ade,None reported,,"$399,900",399900,3254,,False
Mercedes-Benz,G-Class G 550 4MATIC,2016,"96,000 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,"$65,000",65000,96000,True,False
Nissan,GT-R Premium,2009,"88,000 mi.",Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,At least 1 accident or damage reported,Yes,"$57,000",57000,88000,True,True
Audi,R8 4.2 quattro Spyder,2011,"35,322 mi.",Gasoline,4.2L V8 32V GDI DOHC,6-Speed Manual,Phantom Black Pearl Effect / Black Roof,Red,None reported,,"$94,900",94900,35322,,False
Acura,TLX A-Spec,2020,"32,500 mi.",Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,"$32,000",32000,32500,True,False
Audi,A6 3.0T Premium Plus,2016,"71,280 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$22,000",22000,71280,True,False
Porsche,Panamera 2,2011,"37,200 mi.",Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,"$27,500",27500,37200,True,False
Saturn,Sky Red Line,2008,"94,291 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,,None reported,Yes,"$14,500",14500,94291,True,False
Maserati,Coupe Cambiocorsa,2006,"54,082 mi.",Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,"$17,000",17000,54082,True,False
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,"7,800 mi.",Plug-In Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,None reported,Yes,"$66,000",66000,7800,True,False
Jeep,Wrangler Sport,2016,"86,250 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,"$22,000",22000,86250,True,False
BMW,X5 xDrive50i,2016,"75,479 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"$27,899",27899,75479,True,False
BMW,750 i,2017,"24,650 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$50,000",50000,24650,True,False
Volkswagen,Golf R 4-Door,2013,"102,750 mi.",Gasoline,256.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$20,000",20000,102750,True,False
Alfa Romeo,Romeo Stelvio Base,2018,"50,000 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,None reported,Yes,"$27,500",27500,50000,True,False
BMW,X5 xDrive35i,2017,"72,700 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$27,499",27499,72700,True,False
BMW,X6 M Base,2018,"54,293 mi.",Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$49,000",49000,54293,True,True
Lexus,IS 300 Base,2018,"16,000 mi.",Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Brown,At least 1 accident or damage reported,Yes,"$30,500",30500,16000,True,True
Lamborghini,Gallardo SE,2006,"19,500 mi.",Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Yellow,None reported,Yes,"$129,000",129000,19500,True,False
BMW,428 i,2014,"71,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,"$16,700",16700,71000,True,True
BMW,X5 xDrive40i,2019,"60,000 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,"$36,500",36500,60000,True,False
Porsche,Boxster Base,1998,"75,539 mi.",Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Beige,None reported,Yes,"$11,995",11995,75539,True,False
Alfa Romeo,Romeo Giulia Base,2017,"36,000 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,"$21,000",21000,36000,True,False
Mercedes-Benz,C-Class C 300,2019,"76,422 mi.",Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,,"$28,998",28998,76422,,False
Nissan,370Z NISMO Tech,2016,"42,600 mi.",Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,"$31,950",31950,42600,True,True
Rivian,R1S Adventure Package,2023,211 mi.,,835.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,"$99,000",99000,211,True,False
Chevrolet,Suburban LT,2017,"98,888 mi.",Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,"$29,000",29000,98888,True,True
Ford,Fusion Hybrid SE,2019,"64,532 mi.",Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$19,395",19395,64532,True,True
BMW,X3 xDrive35i,2011,"75,500 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$12,975",12975,75500,True,False
Buick,Envision Preferred,2019,"32,000 mi.",Gasoline,197.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$27,000",27000,32000,True,False
Buick,Envision Essence,2019,"47,839 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,None reported,Yes,"$24,991",24991,47839,True,False
Porsche,Cayenne GTS,2013,"98,413 mi.",Gasoline,420.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,At least 1 accident or damage reported,Yes,"$34,900",34900,98413,True,True
Audi,RS 5 2.9T,2022,"9,628 mi.",Gasoline,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$78,500",78500,9628,True,False
Jaguar,XK8 Base,1999,"15,000 mi.",Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,None reported,Yes,"$16,370",16370,15000,True,False
Audi,R8 5.2 V10,2021,"6,397 mi.",Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Kemora Gray Metallic,Black / Express Red,None reported,,"$172,900",172900,6397,,False
Honda,Pilot Black Edition,2022,"22,564 mi.",Gasoline,3.5 Liter,Automatic,Platinum White Pearl,Black,None reported,,"$44,998",44998,22564,,False
Lexus,RX 350 Crafted Line F Sport,2015,"110,000 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$28,000",28000,110000,True,False
Mercedes-Benz,Sprinter 3500 High Roof,2022,105 mi.,Diesel,161.0HP 2.0L 4 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Orange,None reported,Yes,"$200,000",200000,105,True,False
